DID,Country,City,Province,Account,Perminut,Inital Increment,Increment,Setup,Month,Call Type,Destination,,
524499950530,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950531,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950532,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950533,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950534,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950535,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950536,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950537,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950538,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950539,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950540,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950541,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950542,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950543,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950544,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950545,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950546,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950547,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950548,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950549,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950550,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950551,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950552,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950553,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950554,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950555,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950556,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950557,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950558,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950559,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950560,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950561,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950562,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950563,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950564,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950565,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950566,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950567,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950568,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950569,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950570,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950571,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950572,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950573,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950574,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950575,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950576,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950577,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950578,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950579,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950580,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950581,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950582,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950583,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950584,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950585,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950586,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950587,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950588,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950589,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950590,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950591,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950592,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950593,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950594,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950595,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950596,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950597,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950598,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950599,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950600,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950601,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950602,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950603,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950604,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950605,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950606,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950607,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950608,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950609,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950610,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950611,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950612,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950613,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950614,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950615,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950616,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950617,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950618,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950619,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950620,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950621,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950622,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950623,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950624,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950625,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950626,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950627,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950628,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950629,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950630,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950631,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950632,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950633,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950634,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950635,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950636,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950637,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950638,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950639,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950640,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950641,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950642,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950643,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950644,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950645,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950646,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950647,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950648,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950649,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950650,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950651,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950652,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950653,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950654,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950655,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950656,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950657,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950658,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950659,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950660,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950661,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950662,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950663,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950664,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950665,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950666,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950667,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950668,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950669,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950670,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950671,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950672,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950673,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950674,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950675,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950676,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950677,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950678,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950679,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950680,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950681,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950682,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950683,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950684,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950685,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950686,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950687,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950688,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950689,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950690,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950691,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950692,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950693,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950694,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950695,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950696,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950697,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950698,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950699,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950700,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950701,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950702,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950703,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950704,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950705,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950706,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950707,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950708,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950709,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950710,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950711,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950712,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950713,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950714,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950715,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950716,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950717,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950718,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950719,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950720,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950721,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950722,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950723,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950724,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950725,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950726,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950727,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950728,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950729,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950730,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950731,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950732,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950733,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950734,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950735,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950736,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950737,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950738,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950739,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950740,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950741,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950742,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950743,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950744,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950745,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950746,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950747,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950748,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950749,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950750,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950751,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950752,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950753,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950754,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950755,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950756,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950757,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950758,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950759,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950760,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950761,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950762,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950763,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950764,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950765,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950766,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950767,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950768,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950769,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950770,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950771,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950772,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950773,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950774,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950775,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950776,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950777,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950778,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950779,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950780,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950781,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950782,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950783,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950784,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950785,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950786,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950787,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950788,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950789,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950790,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950791,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950792,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950793,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950794,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950795,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950796,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
524499950797,MEXICO,Aguascalientes,MEXICO,,0,60,60,3.5,3.5,DID@IP/URL,,,
